Accuracy,Precision,Recall,F1 Score,ROC AUC,Model,kernel,gamma,degree,coef0,C
0.5661157024793388,0.5661157024793388,1.0,0.7229551451187335,0.5851581508515814,SVC,sigmoid,0.01,3,1.0,1000.0
