Accuracy,Precision,Recall,F1 Score,ROC AUC,Model,learning_rate,max_depth,n_estimators
0.5082644628099173,0.6153846153846154,0.35036496350364965,0.44651162790697674,0.499895724713243,XGBClassifier,0.01,6,300
