Accuracy,Precision,Recall,F1 Score,ROC AUC,Model,max_depth,n_estimators,random_state
0.512396694214876,0.620253164556962,0.35766423357664234,0.4537037037037037,0.5069864442127217,RandomForestClassifier,10,50,42
