Accuracy,Precision,Recall,F1 Score,ROC AUC,Model
0.42513368983957217,0.4634146341463415,0.08962264150943396,0.15019762845849802,0.464593524341952,LogisticRegression
0.46524064171123,0.575,0.2169811320754717,0.3150684931506849,0.5055322618215701,RandomForestClassifier
0.43315508021390375,0.5,0.19339622641509435,0.2789115646258503,0.4205683671092476,XGBClassifier
0.46524064171123,0.6764705882352942,0.10849056603773585,0.18699186991869918,0.4674178895877009,SVC
