Accuracy,Precision,Recall,F1 Score,ROC AUC,Model
0.4197860962566845,0.4528301886792453,0.11320754716981132,0.1811320754716981,0.45620778010715124,LogisticRegression
0.4732620320855615,0.5330396475770925,0.5707547169811321,0.55125284738041,0.4471523410202656,RandomForestClassifier
0.4625668449197861,0.5470085470085471,0.3018867924528302,0.3890577507598784,0.4747554157931517,XGBClassifier
0.5320855614973262,0.5682656826568265,0.7264150943396226,0.6376811594202898,0.5148788725832751,SVC
