Accuracy,Precision,Recall,F1 Score,ROC AUC,Model,max_depth,n_estimators,random_state
0.46524064171123,0.575,0.2169811320754717,0.3150684931506849,0.5055322618215701,RandomForestClassifier,10,50,42
